rule_id,rule_name,rule_type,threshold_value,weight,severity_level,recommendation_text
1615,File Naming Convention,formatting,1,0.2,Low,Never use special characters in filename
1616,Project Showcase,content,3,0.58,Medium,"Quantify project impact (users, revenue, efficiency)"
1617,Spelling and Grammar,grammar,100,0.21,Critical,Have a peer review your resume before submitting
1618,Gap Analysis,timeline,21,0.7,High,Use functional format if gaps are significant
1619,White Space Ratio,formatting,24,0.44,Medium,Maintain 20-30% white space for readability
1620,Personal Pronoun Usage,grammar,2,0.63,High,Resume should use implied first person
1621,Keyword Density,content,7,0.92,Medium,Don't keyword-stuff — maintain readability
1622,Personal Pronoun Usage,grammar,5,0.34,Medium,Resume should use implied first person
1623,Section Order,structure,3,0.34,High,Put Skills section near the top for ATS optimization
1624,Tense Consistency,grammar,87,0.39,Medium,Use present tense only for current role
1625,Summary Section Length,formatting,49,0.16,Medium,Avoid generic summaries — tailor to each application
1626,Keyword Density,content,8,0.72,High,Don't keyword-stuff — maintain readability
1627,Gap Analysis,timeline,14,0.32,Medium,"Include freelance, volunteer, or education during gaps"
1628,Relevance Score,content,53,0.27,Medium,Highlight transferable skills from unrelated roles
1629,Personal Pronoun Usage,grammar,4,0.24,Medium,Start bullets with action verbs instead of pronouns
1630,Personal Pronoun Usage,grammar,1,0.88,High,"Remove all first-person pronouns (I, me, my)"
1631,Section Order,structure,6,0.83,Medium,Lead with Summary/Profile section for immediate impact
1632,Personal Pronoun Usage,grammar,4,0.94,Medium,Avoid third-person references as well
1633,Personal Pronoun Usage,grammar,3,0.38,Medium,"Remove all first-person pronouns (I, me, my)"
1634,Skills Section Format,formatting,20,0.06,Medium,List 8-15 most relevant skills for the target role
1635,Acronym Expansion,content,7,0.7,Low,Don't assume the reader knows company-specific acronyms
1636,Education Section Detail,content,3,0.71,Low,List certifications separately from formal education
1637,ATS-Friendly Formatting,compatibility,3,0.74,High,Save as .docx or .pdf only — avoid .jpg or .png
1638,Tense Consistency,grammar,96,0.54,Low,Use past tense for all previous positions
1639,Contact Information Completeness,content,5,0.23,Critical,Ensure email is professional (not personal/funny)
1640,Quantified Achievements,content,54,0.75,High,Include at least 2-3 metrics per role
1641,Keyword Density,content,28,0.61,High,Distribute keywords naturally throughout the resume
1642,Font Consistency,formatting,3,0.26,Low,"Use 14-16pt for name, 12-14pt for section headers"
1643,Font Consistency,formatting,1,0.65,Medium,Avoid decorative or script fonts
1644,ATS-Friendly Formatting,compatibility,3,0.63,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
1645,Gap Analysis,timeline,18,0.16,Medium,Address employment gaps longer than 6 months
1646,Acronym Expansion,content,10,0.27,Medium,Balance between full terms (ATS) and acronyms (readability)
1647,Bullet Point Count Per Role,formatting,7,0.21,Low,Add more bullet points to fully describe your contributions
1648,Spelling and Grammar,grammar,95,0.91,Critical,Have a peer review your resume before submitting
1649,Skills Section Format,formatting,14,0.75,Medium,Use industry-standard skill names for ATS matching
1650,Personal Pronoun Usage,grammar,4,0.6,High,Avoid third-person references as well
1651,Keyword Density,content,10,0.36,High,Match exact phrases from the job posting when possible
1652,Spelling and Grammar,grammar,99,0.95,Critical,Use Grammarly or similar tools for final review
1653,Certification Listing,content,1,0.19,Low,Include certification ID or verification link
1654,Keyword Density,content,28,0.83,High,Include 15-25 relevant keywords from the job description
1655,Resume Length,formatting,3,0.9,Medium,Prioritize recent and relevant experience
1656,Keyword Density,content,5,0.92,High,Don't keyword-stuff — maintain readability
1657,Quantified Achievements,content,51,0.81,Medium,"Add team sizes, project budgets, or user counts"
1658,Experience Date Format,formatting,4,0.55,Medium,Include both start and end dates for each role
1659,Font Consistency,formatting,3,0.22,Low,Use no more than 2 font families throughout
1660,Experience Date Format,formatting,1,0.76,Low,Use 'Present' for current positions
1661,Acronym Expansion,content,2,0.63,Low,Use industry-standard acronyms without expansion
1662,Tense Consistency,grammar,97,0.95,Low,Be consistent within each role's bullet points
1663,Education Section Detail,content,2,0.84,Low,Add relevant coursework for entry-level candidates
1664,Keyword Density,content,19,0.35,Medium,Don't keyword-stuff — maintain readability
1665,Acronym Expansion,content,7,0.26,Medium,Use industry-standard acronyms without expansion
1666,White Space Ratio,formatting,22,0.77,Medium,Maintain 20-30% white space for readability
1667,Keyword Density,content,28,0.24,Medium,Don't keyword-stuff — maintain readability
1668,Hyperlink Validation,formatting,3,0.17,Low,Ensure all URLs are clickable and functional
1669,Action Verb Usage,content,97,0.29,Medium,Start every bullet point with a strong action verb
1670,Acronym Expansion,content,3,0.18,Medium,Don't assume the reader knows company-specific acronyms
1671,Education Section Detail,content,4,0.74,Low,Add relevant coursework for entry-level candidates
1672,Bullet Point Length,formatting,11,0.81,Medium,Expand brief bullets with metrics and context
1673,Personal Pronoun Usage,grammar,5,0.32,Medium,"Remove all first-person pronouns (I, me, my)"
1674,Bullet Point Length,formatting,14,0.73,Medium,Keep bullet points between 1-2 lines for scannability
1675,Experience Date Format,formatting,4,0.94,Low,Use 'Present' for current positions
1676,Personal Pronoun Usage,grammar,3,0.77,Medium,Avoid third-person references as well
1677,Summary Section Length,formatting,58,0.71,Low,Summary should be 50-80 words for optimal impact
1678,Personal Pronoun Usage,grammar,5,0.25,High,Start bullets with action verbs instead of pronouns
1679,Action Verb Usage,content,99,0.65,Medium,Start every bullet point with a strong action verb
1680,Acronym Expansion,content,6,0.4,Medium,Spell out acronyms on first use with abbreviation in parentheses
1681,Resume Length,formatting,2,0.67,Medium,Keep resume to 1 page for less than 10 years experience
1682,Font Consistency,formatting,2,0.59,Low,Avoid decorative or script fonts
1683,White Space Ratio,formatting,31,0.41,Low,Maintain 20-30% white space for readability
1684,Action Verb Usage,content,85,0.85,Medium,Avoid repeating the same action verb within a role
1685,Action Verb Usage,content,90,0.48,High,Avoid repeating the same action verb within a role
1686,Skills Section Format,formatting,18,0.05,Medium,Prioritize hard skills over soft skills in this section
1687,Action Verb Usage,content,78,0.41,Medium,Start every bullet point with a strong action verb
1688,Quantified Achievements,content,46,0.12,Medium,Use numbers to differentiate your resume from generic ones
1689,Contact Information Completeness,content,6,0.37,Critical,Add LinkedIn profile URL for professional credibility
1690,File Naming Convention,formatting,2,0.09,Low,Include target role in filename for organization
1691,White Space Ratio,formatting,23,0.69,Low,Avoid cramming text — use proper margins and spacing
1692,Acronym Expansion,content,1,0.98,Low,Balance between full terms (ATS) and acronyms (readability)
1693,Bullet Point Count Per Role,formatting,5,0.45,Low,Consolidate similar bullets into stronger impact statements
1694,ATS-Friendly Formatting,compatibility,2,0.65,High,Save as .docx or .pdf only — avoid .jpg or .png
1695,Hyperlink Validation,formatting,2,0.55,Medium,Ensure all URLs are clickable and functional
1696,Gap Analysis,timeline,7,0.8,Critical,"Include freelance, volunteer, or education during gaps"
1697,Bullet Point Count Per Role,formatting,7,0.45,Medium,Use 3-6 bullet points per role for optimal readability
1698,Font Consistency,formatting,2,0.21,Low,Keep font size between 10-12pt for body text
1699,Acronym Expansion,content,5,0.88,Medium,Don't assume the reader knows company-specific acronyms
1700,Project Showcase,content,3,0.84,Medium,Describe your specific role and contribution
1701,Project Showcase,content,3,0.85,High,Describe your specific role and contribution
1702,Contact Information Completeness,content,6,0.07,Critical,Add LinkedIn profile URL for professional credibility
1703,ATS-Friendly Formatting,compatibility,5,0.77,High,"Avoid tables, text boxes, and columns for ATS parsing"
1704,Quantified Achievements,content,79,0.24,Critical,Include at least 2-3 metrics per role
1705,Experience Date Format,formatting,1,0.57,Medium,Include both start and end dates for each role
1706,Keyword Density,content,25,0.75,High,Distribute keywords naturally throughout the resume
1707,Experience Date Format,formatting,4,0.48,Medium,Avoid listing only years — include months for precision
1708,Quantified Achievements,content,36,0.62,Medium,Include at least 2-3 metrics per role
1709,Relevance Score,content,98,0.23,Medium,Highlight transferable skills from unrelated roles
1710,File Naming Convention,formatting,2,0.57,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
1711,Font Consistency,formatting,1,0.8,Medium,"Use 14-16pt for name, 12-14pt for section headers"
1712,Bullet Point Length,formatting,18,0.86,Low,Expand brief bullets with metrics and context
1713,Action Verb Usage,content,65,0.48,Medium,"Use past tense for previous roles, present for current"
1714,Summary Section Length,formatting,30,0.11,Medium,Avoid generic summaries — tailor to each application
1715,Bullet Point Length,formatting,25,0.59,Medium,Keep bullet points between 1-2 lines for scannability
1716,Skills Section Format,formatting,13,0.85,Medium,List 8-15 most relevant skills for the target role
1717,File Naming Convention,formatting,1,0.73,Low,Never use special characters in filename
1718,Resume Length,formatting,1,0.76,Medium,2-page maximum for senior professionals
1719,Acronym Expansion,content,8,0.19,Low,Balance between full terms (ATS) and acronyms (readability)
1720,Font Consistency,formatting,2,0.22,Medium,Keep font size between 10-12pt for body text
1721,White Space Ratio,formatting,22,0.8,Medium,Use consistent spacing between sections
1722,Skills Section Format,formatting,14,0.84,Low,Use industry-standard skill names for ATS matching
1723,Spelling and Grammar,grammar,100,0.45,High,Use Grammarly or similar tools for final review
1724,Contact Information Completeness,content,3,0.34,High,Add LinkedIn profile URL for professional credibility
1725,Personal Pronoun Usage,grammar,3,0.25,Medium,Avoid third-person references as well
1726,Tense Consistency,grammar,80,0.48,Low,Avoid mixing tenses within the same section
1727,File Naming Convention,formatting,1,0.79,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
1728,Bullet Point Length,formatting,20,0.9,Low,Shorten overly long bullets to focus on key results
1729,ATS-Friendly Formatting,compatibility,2,0.24,High,Save as .docx or .pdf only — avoid .jpg or .png
1730,Acronym Expansion,content,10,0.37,Low,Spell out acronyms on first use with abbreviation in parentheses
1731,Tense Consistency,grammar,99,0.11,Medium,Use past tense for all previous positions
1732,Tense Consistency,grammar,87,0.96,Low,Be consistent within each role's bullet points
