indicator_id,phrase_pattern,soft_skill_type,weight,polarity,confidence_score
12557,managed deadlines,Adaptability,0.04,negative,0.91
12558,collaborated with team,Communication,0.39,positive,0.82
12559,collaborated with team,Communication,0.75,negative,0.94
12560,managed deadlines,Communication,0.95,positive,0.74
12561,resolved conflicts,Teamwork,0.0,negative,0.75
12562,handled pressure,Communication,0.48,positive,0.72
12563,handled pressure,Teamwork,0.61,positive,0.69
12564,communicated effectively,Problem Solving,0.26,negative,0.86
12565,collaborated with team,Leadership,0.46,positive,0.82
12566,managed deadlines,Adaptability,0.2,positive,0.67
12567,collaborated with team,Teamwork,0.37,positive,0.67
12568,handled pressure,Leadership,0.7,positive,0.93
12569,resolved conflicts,Adaptability,0.61,positive,0.8
12570,handled pressure,Teamwork,0.83,negative,0.71
12571,resolved conflicts,Problem Solving,0.44,positive,0.78
12572,managed deadlines,Teamwork,0.12,negative,0.94
12573,resolved conflicts,Leadership,0.78,negative,0.94
12574,handled pressure,Communication,0.1,negative,0.95
12575,communicated effectively,Leadership,0.74,negative,0.61
12576,resolved conflicts,Problem Solving,0.3,negative,0.94
12577,handled pressure,Leadership,0.29,negative,0.71
12578,communicated effectively,Problem Solving,0.88,positive,0.72
12579,handled pressure,Problem Solving,0.25,positive,0.82
12580,managed deadlines,Problem Solving,0.64,negative,0.92
12581,handled pressure,Communication,0.26,negative,0.74
12582,resolved conflicts,Teamwork,0.47,negative,0.98
12583,managed deadlines,Teamwork,0.19,negative,0.64
12584,communicated effectively,Problem Solving,0.69,positive,0.87
12585,resolved conflicts,Teamwork,0.97,negative,0.71
12586,communicated effectively,Leadership,0.73,negative,0.89
12587,communicated effectively,Adaptability,0.75,negative,0.68
12588,resolved conflicts,Problem Solving,0.46,negative,0.98
12589,resolved conflicts,Communication,0.9,positive,0.76
12590,handled pressure,Leadership,0.77,negative,0.8
12591,handled pressure,Communication,0.99,negative,0.73
12592,collaborated with team,Teamwork,0.81,positive,0.74
12593,communicated effectively,Communication,0.01,negative,0.98
12594,resolved conflicts,Problem Solving,0.2,negative,0.74
12595,resolved conflicts,Problem Solving,0.8,positive,0.86
12596,communicated effectively,Teamwork,0.73,negative,0.84
12597,handled pressure,Communication,0.61,positive,0.87
12598,resolved conflicts,Leadership,0.71,positive,0.82
12599,managed deadlines,Problem Solving,0.95,negative,0.64
12600,resolved conflicts,Leadership,0.55,positive,0.68
12601,collaborated with team,Teamwork,0.19,negative,0.71
12602,collaborated with team,Problem Solving,0.11,negative,0.71
12603,collaborated with team,Teamwork,0.19,negative,0.63
12604,collaborated with team,Leadership,0.45,negative,0.63
12605,managed deadlines,Problem Solving,0.71,negative,0.76
12606,communicated effectively,Leadership,0.97,negative,0.72
12607,resolved conflicts,Communication,0.08,negative,0.95
12608,resolved conflicts,Teamwork,0.36,positive,0.65
12609,handled pressure,Problem Solving,0.97,negative,0.81
12610,communicated effectively,Adaptability,0.07,positive,0.92
12611,handled pressure,Leadership,0.98,negative,0.92
12612,handled pressure,Leadership,0.56,negative,0.78
12613,communicated effectively,Adaptability,0.1,negative,0.79
12614,handled pressure,Adaptability,0.06,positive,0.82
12615,resolved conflicts,Leadership,0.67,positive,0.64
12616,handled pressure,Leadership,0.72,positive,0.95
12617,managed deadlines,Problem Solving,0.41,negative,0.99
12618,collaborated with team,Problem Solving,0.49,positive,0.75
12619,resolved conflicts,Adaptability,0.98,positive,0.94
12620,resolved conflicts,Communication,0.68,positive,0.69
12621,handled pressure,Teamwork,0.14,positive,0.67
12622,collaborated with team,Adaptability,0.8,positive,0.84
12623,handled pressure,Leadership,0.17,negative,0.92
12624,resolved conflicts,Problem Solving,0.18,positive,0.97
12625,resolved conflicts,Communication,0.41,negative,0.82
12626,collaborated with team,Teamwork,0.58,positive,0.77
12627,handled pressure,Communication,0.2,negative,0.92
12628,collaborated with team,Communication,0.49,positive,0.64
12629,communicated effectively,Communication,0.12,positive,0.9
12630,resolved conflicts,Problem Solving,0.9,positive,0.81
12631,managed deadlines,Communication,0.58,positive,0.79
12632,handled pressure,Communication,0.29,positive,0.92
12633,communicated effectively,Problem Solving,0.18,negative,0.79
12634,handled pressure,Problem Solving,0.32,positive,0.91
12635,handled pressure,Leadership,0.16,negative,0.94
12636,communicated effectively,Adaptability,0.76,negative,0.95
12637,collaborated with team,Communication,0.61,negative,0.75
12638,managed deadlines,Communication,0.78,negative,0.75
12639,managed deadlines,Problem Solving,0.2,positive,0.63
12640,managed deadlines,Problem Solving,0.28,negative,0.97
12641,handled pressure,Teamwork,0.37,positive,0.76
12642,communicated effectively,Leadership,0.86,negative,0.62
12643,resolved conflicts,Communication,0.79,negative,0.65
12644,handled pressure,Adaptability,0.88,positive,0.72
12645,collaborated with team,Teamwork,0.54,negative,0.81
12646,handled pressure,Problem Solving,0.87,negative,0.82
12647,collaborated with team,Problem Solving,0.16,negative,0.72
12648,communicated effectively,Teamwork,0.28,positive,0.62
12649,collaborated with team,Teamwork,0.62,negative,0.64
12650,handled pressure,Communication,0.5,negative,0.91
12651,resolved conflicts,Communication,0.96,positive,0.75
12652,communicated effectively,Problem Solving,0.52,positive,0.95
12653,collaborated with team,Adaptability,0.77,positive,0.73
12654,handled pressure,Adaptability,0.03,negative,0.65
12655,collaborated with team,Problem Solving,0.37,negative,0.62
12656,handled pressure,Communication,0.82,positive,0.8
12657,communicated effectively,Leadership,0.76,positive,0.67
12658,managed deadlines,Teamwork,0.95,negative,0.78
12659,resolved conflicts,Leadership,0.21,positive,0.97
12660,communicated effectively,Teamwork,0.5,positive,0.93
12661,communicated effectively,Communication,0.65,negative,0.93
12662,resolved conflicts,Teamwork,0.6,positive,0.85
12663,handled pressure,Leadership,0.77,negative,0.63
12664,collaborated with team,Adaptability,0.56,positive,0.61
12665,managed deadlines,Communication,0.6,positive,0.99
12666,collaborated with team,Problem Solving,0.79,negative,0.92
12667,communicated effectively,Communication,0.47,negative,0.77
12668,communicated effectively,Teamwork,0.97,positive,0.7
12669,communicated effectively,Communication,0.36,negative,0.78
12670,handled pressure,Communication,0.91,negative,0.64
12671,communicated effectively,Communication,0.18,positive,0.76
12672,resolved conflicts,Teamwork,0.09,positive,0.85
12673,communicated effectively,Teamwork,0.91,positive,0.63
12674,communicated effectively,Communication,0.01,positive,0.77
12675,handled pressure,Communication,0.8,positive,0.61
12676,resolved conflicts,Leadership,0.58,negative,0.64
12677,communicated effectively,Adaptability,0.94,negative,0.82
12678,handled pressure,Leadership,0.32,positive,0.6
12679,managed deadlines,Communication,1.0,negative,0.67
12680,handled pressure,Communication,0.12,negative,0.63
12681,handled pressure,Teamwork,0.31,positive,0.86
12682,managed deadlines,Problem Solving,0.05,negative,0.64
12683,collaborated with team,Adaptability,0.11,negative,0.72
12684,communicated effectively,Communication,0.41,negative,0.66
12685,communicated effectively,Leadership,0.55,positive,0.72
12686,collaborated with team,Leadership,0.82,positive,0.8
12687,managed deadlines,Communication,0.15,positive,0.68
12688,communicated effectively,Problem Solving,0.38,negative,0.65
12689,managed deadlines,Problem Solving,0.12,positive,0.91
12690,resolved conflicts,Adaptability,0.16,negative,0.95
12691,handled pressure,Teamwork,0.32,positive,0.88
12692,handled pressure,Leadership,0.63,negative,0.78
12693,handled pressure,Problem Solving,0.23,negative,0.61
12694,communicated effectively,Adaptability,0.7,positive,0.73
12695,communicated effectively,Teamwork,0.24,negative,0.81
12696,communicated effectively,Problem Solving,0.55,positive,0.79
12697,handled pressure,Leadership,0.15,negative,0.79
12698,handled pressure,Communication,0.63,positive,0.85
12699,handled pressure,Leadership,0.76,positive,0.7
12700,resolved conflicts,Communication,0.21,positive,0.9
12701,collaborated with team,Adaptability,0.97,positive,0.9
12702,collaborated with team,Teamwork,0.24,positive,0.93
12703,handled pressure,Leadership,0.12,positive,0.78
12704,resolved conflicts,Communication,0.28,positive,0.69
12705,resolved conflicts,Problem Solving,0.27,negative,0.7
12706,communicated effectively,Problem Solving,0.25,negative,0.76
12707,handled pressure,Teamwork,0.1,positive,0.65
12708,handled pressure,Leadership,0.99,positive,0.71
12709,handled pressure,Problem Solving,0.93,positive,0.85
12710,handled pressure,Communication,0.72,positive,0.92
12711,managed deadlines,Teamwork,0.15,positive,0.84
12712,communicated effectively,Problem Solving,0.43,positive,0.94
12713,handled pressure,Teamwork,0.6,positive,0.88
12714,managed deadlines,Teamwork,0.98,positive,0.64
12715,collaborated with team,Adaptability,0.72,positive,0.62
12716,communicated effectively,Adaptability,0.55,positive,0.77
12717,collaborated with team,Leadership,0.87,negative,0.75
12718,collaborated with team,Communication,0.9,negative,0.73
12719,collaborated with team,Teamwork,0.35,positive,0.81
12720,collaborated with team,Adaptability,0.89,negative,0.7
12721,collaborated with team,Adaptability,0.16,positive,0.99
12722,managed deadlines,Teamwork,0.08,negative,0.7
12723,communicated effectively,Communication,0.37,negative,0.82
12724,managed deadlines,Problem Solving,0.35,positive,0.78
12725,communicated effectively,Communication,0.15,positive,0.88
12726,collaborated with team,Adaptability,0.18,negative,0.96
12727,managed deadlines,Problem Solving,0.93,negative,0.73
12728,resolved conflicts,Communication,0.11,positive,0.61
12729,managed deadlines,Leadership,0.48,negative,0.72
12730,collaborated with team,Problem Solving,0.61,negative,0.72
12731,collaborated with team,Problem Solving,0.78,positive,0.69
12732,collaborated with team,Teamwork,0.49,negative,0.98
12733,resolved conflicts,Teamwork,0.28,positive,0.74
12734,collaborated with team,Adaptability,0.73,negative,0.84
12735,resolved conflicts,Problem Solving,0.68,positive,0.75
12736,handled pressure,Adaptability,0.11,positive,0.6
12737,collaborated with team,Teamwork,0.92,negative,0.96
12738,resolved conflicts,Adaptability,0.44,negative,0.75
12739,communicated effectively,Adaptability,0.56,positive,0.91
12740,managed deadlines,Leadership,0.06,negative,0.77
12741,collaborated with team,Communication,0.24,positive,0.71
12742,collaborated with team,Teamwork,0.34,negative,0.93
12743,resolved conflicts,Communication,0.91,positive,0.86
12744,communicated effectively,Adaptability,0.79,negative,0.7
12745,resolved conflicts,Leadership,0.78,positive,0.97
12746,collaborated with team,Communication,0.62,negative,0.62
12747,communicated effectively,Leadership,0.3,negative,0.97
12748,communicated effectively,Leadership,0.19,negative,0.7
12749,managed deadlines,Problem Solving,0.48,positive,0.82
12750,collaborated with team,Problem Solving,0.91,negative,0.86
12751,managed deadlines,Leadership,0.0,positive,0.88
12752,collaborated with team,Problem Solving,0.03,negative,0.93
12753,collaborated with team,Teamwork,0.06,positive,0.76
12754,handled pressure,Communication,0.42,negative,0.77
12755,handled pressure,Problem Solving,0.88,negative,0.77
12756,handled pressure,Problem Solving,0.75,negative,0.76
12757,resolved conflicts,Leadership,0.72,positive,0.86
12758,collaborated with team,Teamwork,0.74,negative,0.79
12759,collaborated with team,Communication,0.24,positive,0.72
12760,resolved conflicts,Communication,0.76,positive,0.94
12761,handled pressure,Teamwork,0.26,positive,0.71
12762,communicated effectively,Communication,0.32,negative,0.74
12763,managed deadlines,Adaptability,0.19,positive,0.98
12764,handled pressure,Communication,0.33,negative,0.86
12765,managed deadlines,Communication,0.64,positive,0.94
12766,handled pressure,Leadership,0.39,negative,0.86
12767,resolved conflicts,Teamwork,0.64,negative,0.87
12768,collaborated with team,Teamwork,0.32,negative,0.95
12769,managed deadlines,Problem Solving,0.96,negative,0.9
12770,communicated effectively,Teamwork,0.34,positive,0.7
12771,resolved conflicts,Communication,0.57,positive,0.74
12772,handled pressure,Adaptability,0.76,negative,0.71
12773,communicated effectively,Problem Solving,0.06,positive,0.92
12774,resolved conflicts,Problem Solving,0.26,positive,0.98
12775,handled pressure,Leadership,0.33,negative,0.89
12776,communicated effectively,Adaptability,0.14,positive,0.77
12777,managed deadlines,Teamwork,0.78,negative,0.88
12778,collaborated with team,Problem Solving,0.73,negative,0.81
12779,communicated effectively,Teamwork,0.04,negative,0.73
12780,resolved conflicts,Communication,0.61,positive,0.68
12781,communicated effectively,Communication,0.22,positive,0.67
12782,collaborated with team,Leadership,0.58,positive,0.8
12783,communicated effectively,Teamwork,0.71,positive,0.79
12784,communicated effectively,Communication,0.94,negative,0.72
12785,resolved conflicts,Problem Solving,0.46,positive,0.72
12786,communicated effectively,Teamwork,0.3,negative,0.91
12787,resolved conflicts,Communication,0.89,negative,0.84
12788,handled pressure,Problem Solving,0.16,negative,0.84
12789,communicated effectively,Leadership,0.34,positive,0.66
12790,handled pressure,Teamwork,0.32,negative,0.7
12791,collaborated with team,Teamwork,0.3,positive,0.6
12792,managed deadlines,Adaptability,0.62,positive,0.89
12793,communicated effectively,Teamwork,0.79,positive,0.71
12794,collaborated with team,Teamwork,0.77,positive,0.87
12795,managed deadlines,Leadership,0.86,positive,0.66
12796,collaborated with team,Problem Solving,0.77,positive,0.84
12797,handled pressure,Communication,0.37,negative,0.8
12798,collaborated with team,Teamwork,0.83,negative,0.79
12799,handled pressure,Leadership,0.51,negative,0.89
12800,handled pressure,Communication,0.57,positive,0.91
12801,collaborated with team,Problem Solving,0.08,positive,0.74
12802,communicated effectively,Teamwork,0.33,positive,0.7
12803,handled pressure,Communication,0.54,positive,0.69
12804,communicated effectively,Adaptability,0.12,positive,0.74
12805,collaborated with team,Teamwork,0.2,positive,0.61
12806,collaborated with team,Teamwork,0.91,positive,0.75
