path_id,current_role_id,next_role_id,transition_difficulty_score,required_additional_skills,required_experience_years,recommended_certifications,average_transition_time_months,salary_growth_percent,role_similarity_score
2699,777,105,0.43,"320,341,553",5,AWS Certification,15,26,0.42
2700,52,15,0.46,"886,833,863",3,AWS Certification,16,44,0.18
2701,177,60,0.65,"332,998,499",1,AWS Certification,19,57,0.39
2702,196,429,0.85,"814,367,820",5,AWS Certification,19,40,0.77
2703,804,616,0.24,"897,293,379",1,AWS Certification,12,60,0.46
2704,913,54,0.85,"5,629,486",4,AWS Certification,15,80,0.89
2705,110,619,0.75,"647,734,92",2,AWS Certification,17,15,0.48
2706,62,807,0.49,"260,305,492",5,AWS Certification,8,63,0.14
2707,949,70,0.57,"114,790,497",3,AWS Certification,20,50,0.85
2708,182,136,0.39,"96,667,343",4,AWS Certification,9,19,0.58
2709,714,186,0.45,"846,111,142",5,AWS Certification,15,75,0.58
2710,662,656,0.13,"122,582,612",2,AWS Certification,13,24,0.46
2711,125,957,0.0,"379,453,780",4,AWS Certification,14,31,0.26
2712,357,570,0.3,"298,521,548",4,AWS Certification,8,16,0.04
2713,729,486,1.0,"552,627,22",4,AWS Certification,9,71,0.35
2714,87,984,0.57,"114,244,383",3,AWS Certification,13,44,0.36
2715,191,157,0.61,"830,141,786",3,AWS Certification,20,39,0.67
2716,500,296,0.71,"13,280,956",5,AWS Certification,19,64,0.27
2717,878,833,0.87,"561,549,889",3,AWS Certification,18,28,0.47
2718,797,673,0.75,"660,281,243",2,AWS Certification,15,42,0.52
2719,780,438,0.03,"447,568,234",2,AWS Certification,10,41,0.14
2720,587,40,0.15,"743,237,333",5,AWS Certification,24,36,0.9
2721,533,933,0.58,"795,941,4",4,AWS Certification,22,25,0.06
2722,218,446,0.73,"526,749,567",5,AWS Certification,11,22,0.78
2723,179,826,0.66,"780,937,195",3,AWS Certification,16,73,0.48
2724,312,976,0.43,"173,90,26",2,AWS Certification,21,72,0.36
2725,618,282,0.92,"46,243,674",3,AWS Certification,19,55,0.54
2726,503,736,0.05,"665,865,500",3,AWS Certification,23,28,0.72
2727,991,344,0.24,"418,788,739",3,AWS Certification,23,69,0.72
2728,730,509,0.96,"769,179,26",5,AWS Certification,21,35,0.07
2729,771,528,0.15,"583,324,182",1,AWS Certification,22,47,0.24
2730,368,155,0.6,"969,681,856",4,AWS Certification,14,43,0.69
2731,575,813,0.9,"356,744,368",5,AWS Certification,7,78,0.19
2732,870,547,0.14,"31,78,933",2,AWS Certification,22,79,0.34
2733,572,872,0.82,"188,993,27",3,AWS Certification,10,66,0.04
2734,386,52,0.79,"896,398,23",5,AWS Certification,11,68,0.06
2735,348,940,0.95,"280,684,292",5,AWS Certification,22,42,0.49
2736,80,106,0.85,"665,372,642",1,AWS Certification,12,28,0.75
2737,187,443,0.32,"138,761,907",5,AWS Certification,6,27,0.74
2738,509,491,0.24,"517,982,232",5,AWS Certification,14,79,0.67
2739,383,454,0.48,"875,185,646",3,AWS Certification,6,11,0.12
2740,976,477,0.39,"216,0,735",1,AWS Certification,18,54,0.28
2741,44,451,0.07,"631,178,932",5,AWS Certification,20,59,0.22
2742,644,170,0.68,"546,464,204",4,AWS Certification,12,21,0.48
2743,827,847,0.95,"99,981,482",1,AWS Certification,8,74,0.15
2744,393,72,0.44,"202,228,581",3,AWS Certification,15,11,0.12
2745,705,670,0.69,"801,716,485",2,AWS Certification,7,60,0.77
2746,787,319,0.58,"270,783,259",1,AWS Certification,11,51,0.79
2747,541,298,0.69,"534,759,835",2,AWS Certification,24,30,0.37
2748,700,264,0.29,"686,317,935",1,AWS Certification,15,61,0.09
2749,185,589,0.54,"492,927,789",4,AWS Certification,19,19,0.67
2750,57,384,0.96,"736,784,269",3,AWS Certification,21,67,0.18
2751,263,371,0.15,"532,253,46",4,AWS Certification,11,41,0.59
2752,944,91,0.13,"424,740,200",4,AWS Certification,17,42,0.23
2753,711,618,0.5,"12,706,50",1,AWS Certification,23,15,0.45
2754,366,740,0.24,"931,394,595",1,AWS Certification,16,42,0.38
2755,958,340,0.06,"200,619,568",4,AWS Certification,6,28,0.04
2756,69,580,0.11,"880,98,989",1,AWS Certification,15,41,0.8
2757,580,692,0.69,"357,302,684",5,AWS Certification,23,49,0.48
2758,422,929,0.86,"841,354,638",4,AWS Certification,8,44,0.57
2759,721,518,0.79,"12,610,478",3,AWS Certification,13,68,0.51
2760,185,950,0.89,"58,39,362",2,AWS Certification,8,26,0.96
2761,119,618,0.88,"564,320,562",1,AWS Certification,16,22,0.07
2762,988,561,0.68,"77,753,609",1,AWS Certification,11,59,0.02
2763,896,526,0.24,"266,145,338",1,AWS Certification,11,80,0.79
2764,299,784,0.91,"797,597,723",5,AWS Certification,12,70,0.97
2765,781,946,0.11,"544,945,972",2,AWS Certification,19,66,0.99
2766,714,891,0.64,"559,273,582",3,AWS Certification,21,60,0.64
2767,284,354,0.04,"42,723,257",4,AWS Certification,22,23,0.96
2768,921,102,0.02,"244,600,60",3,AWS Certification,7,58,0.76
2769,9,256,0.52,"315,612,427",2,AWS Certification,11,64,0.29
2770,863,236,0.67,"491,461,349",1,AWS Certification,17,51,0.06
2771,18,53,0.2,"677,723,362",4,AWS Certification,11,39,0.8
2772,970,417,0.69,"655,866,538",4,AWS Certification,22,72,0.51
2773,199,26,0.8,"837,650,401",1,AWS Certification,10,53,0.02
2774,187,752,0.67,"787,223,219",1,AWS Certification,21,14,0.39
2775,520,541,0.42,"706,883,688",2,AWS Certification,19,52,0.26
2776,449,286,0.78,"848,230,554",4,AWS Certification,16,74,0.31
2777,553,132,0.52,"396,639,293",3,AWS Certification,15,11,0.24
2778,120,218,0.05,"803,334,480",5,AWS Certification,9,64,0.22
2779,44,396,0.8,"554,570,881",4,AWS Certification,9,51,0.94
2780,161,98,0.25,"285,725,413",1,AWS Certification,13,61,0.4
2781,474,305,0.97,"498,666,671",2,AWS Certification,9,52,0.07
2782,367,588,0.76,"123,71,482",2,AWS Certification,9,66,0.75
2783,739,925,0.4,"839,171,136",5,AWS Certification,6,28,0.14
2784,215,712,0.76,"379,753,711",4,AWS Certification,24,46,0.99
2785,105,353,0.41,"560,771,677",5,AWS Certification,11,70,0.76
2786,272,833,0.16,"724,24,976",5,AWS Certification,7,15,0.68
2787,117,862,0.39,"501,745,124",5,AWS Certification,19,15,0.53
2788,168,306,0.49,"435,819,244",3,AWS Certification,6,39,0.86
2789,663,2,0.5,"164,276,772",5,AWS Certification,15,45,0.7
2790,736,34,0.54,"157,266,726",2,AWS Certification,13,60,0.4
2791,367,693,0.68,"634,100,824",2,AWS Certification,9,73,0.31
2792,815,283,0.53,"74,593,934",3,AWS Certification,22,46,0.98
2793,668,377,0.69,"328,588,971",5,AWS Certification,14,20,0.41
2794,983,735,0.96,"800,315,898",3,AWS Certification,8,54,0.67
2795,380,457,0.55,"100,374,861",3,AWS Certification,17,50,0.13
2796,430,956,0.18,"128,465,798",5,AWS Certification,16,72,0.49
2797,191,226,0.33,"626,501,516",4,AWS Certification,18,19,0.41
2798,819,91,0.79,"868,252,788",4,AWS Certification,12,56,0.81
2799,381,170,0.4,"859,906,962",5,AWS Certification,22,67,0.26
2800,510,846,0.13,"723,44,121",5,AWS Certification,19,39,0.34
2801,800,149,0.61,"588,867,539",5,AWS Certification,17,36,0.36
2802,942,805,0.41,"196,124,586",5,AWS Certification,7,62,0.07
2803,790,134,0.18,"919,205,402",2,AWS Certification,8,37,0.04
2804,943,7,0.88,"561,30,9",2,AWS Certification,7,50,0.71
2805,377,953,0.02,"617,176,424",1,AWS Certification,19,58,0.18
2806,839,986,0.31,"648,649,535",3,AWS Certification,19,75,0.32
2807,332,282,0.1,"420,583,753",3,AWS Certification,14,53,0.09
2808,411,558,0.32,"545,310,323",4,AWS Certification,9,71,0.7
2809,842,351,0.72,"19,571,861",4,AWS Certification,24,24,0.71
2810,416,383,0.44,"904,61,903",5,AWS Certification,18,42,0.97
2811,873,972,0.96,"675,179,147",4,AWS Certification,19,45,0.26
2812,9,223,0.56,"158,824,291",2,AWS Certification,20,75,0.72
2813,149,327,0.39,"311,36,547",3,AWS Certification,18,69,0.18
2814,770,534,0.44,"252,918,556",5,AWS Certification,11,49,0.12
2815,219,926,0.33,"294,264,890",1,AWS Certification,18,46,0.94
2816,207,871,0.36,"687,16,527",4,AWS Certification,8,21,0.22
2817,889,1,0.05,"545,863,820",1,AWS Certification,9,24,0.6
2818,532,688,0.07,"41,157,891",1,AWS Certification,14,43,0.22
2819,814,438,0.5,"544,532,852",3,AWS Certification,6,72,0.64
2820,694,512,0.53,"405,481,100",5,AWS Certification,6,51,0.13
2821,426,549,0.07,"26,64,905",3,AWS Certification,16,31,0.96
2822,407,990,0.33,"761,398,196",1,AWS Certification,16,57,0.05
2823,890,59,0.09,"448,128,141",4,AWS Certification,16,19,0.74
2824,223,634,0.54,"773,818,431",5,AWS Certification,6,60,0.42
2825,1000,101,0.9,"6,713,193",1,AWS Certification,23,20,0.33
2826,494,750,0.53,"253,843,869",3,AWS Certification,10,42,0.73
2827,590,760,0.55,"788,473,533",1,AWS Certification,13,62,0.27
2828,607,466,0.44,"715,460,658",4,AWS Certification,18,30,0.31
2829,236,1,0.26,"507,749,799",3,AWS Certification,10,27,0.64
2830,39,736,0.23,"527,484,819",2,AWS Certification,22,69,0.55
2831,488,143,0.24,"224,206,468",5,AWS Certification,18,57,0.08
2832,926,617,0.65,"253,602,904",1,AWS Certification,23,74,0.23
2833,692,871,0.29,"13,72,754",3,AWS Certification,22,42,0.12
2834,794,155,0.1,"289,361,888",5,AWS Certification,6,56,0.53
2835,204,957,0.09,"477,743,889",1,AWS Certification,23,51,0.96
2836,493,624,0.65,"290,383,633",3,AWS Certification,14,20,0.86
2837,719,982,0.35,"685,322,401",1,AWS Certification,21,25,0.97
2838,203,268,0.84,"514,954,139",5,AWS Certification,11,52,0.06
2839,255,650,0.36,"774,48,52",4,AWS Certification,20,72,0.28
2840,373,504,0.91,"380,72,744",1,AWS Certification,23,25,0.7
2841,527,714,0.39,"372,734,407",1,AWS Certification,14,79,0.48
2842,6,220,0.07,"270,428,428",1,AWS Certification,23,69,0.09
2843,335,526,0.78,"994,414,371",4,AWS Certification,21,55,0.47
2844,37,749,0.43,"643,437,730",4,AWS Certification,19,16,0.01
2845,170,776,0.52,"453,119,785",3,AWS Certification,15,30,0.31
2846,841,695,0.26,"158,16,855",4,AWS Certification,8,65,0.22
2847,479,339,0.35,"794,13,5",4,AWS Certification,10,65,0.94
2848,20,140,0.2,"259,769,38",5,AWS Certification,16,41,0.39
2849,34,986,0.26,"961,546,247",4,AWS Certification,9,15,0.55
2850,528,774,0.77,"784,133,619",4,AWS Certification,23,25,0.35
2851,221,635,0.53,"299,824,362",3,AWS Certification,20,31,0.41
2852,466,760,0.02,"171,788,214",2,AWS Certification,23,27,0.62
2853,575,516,0.96,"702,768,967",5,AWS Certification,17,73,0.17
2854,566,455,0.26,"862,516,651",1,AWS Certification,14,49,0.27
2855,367,566,0.91,"280,696,978",3,AWS Certification,14,36,0.52
2856,361,442,0.07,"94,588,650",2,AWS Certification,17,13,0.19
2857,768,500,0.78,"169,188,856",2,AWS Certification,16,71,0.8
2858,80,470,0.71,"197,123,668",2,AWS Certification,12,46,0.13
2859,865,711,0.89,"739,157,454",5,AWS Certification,14,51,0.18
2860,136,929,0.24,"489,155,619",2,AWS Certification,24,71,0.01
2861,479,639,0.1,"483,264,657",5,AWS Certification,16,44,0.86
2862,811,117,0.8,"220,706,29",3,AWS Certification,11,73,0.39
2863,85,983,0.02,"202,219,565",2,AWS Certification,23,49,0.58
2864,753,460,0.33,"139,149,46",5,AWS Certification,10,59,0.25
2865,290,473,0.52,"345,229,554",4,AWS Certification,11,57,0.5
2866,495,909,0.64,"174,882,45",2,AWS Certification,14,21,0.37
2867,510,169,0.99,"192,243,969",4,AWS Certification,11,51,0.59
2868,196,859,0.27,"66,944,156",1,AWS Certification,22,70,0.97
2869,690,557,0.44,"561,228,603",2,AWS Certification,10,79,0.77
2870,685,387,0.8,"770,783,790",5,AWS Certification,9,60,0.97
2871,436,145,0.21,"422,446,102",1,AWS Certification,13,38,0.38
2872,180,961,0.82,"227,117,403",5,AWS Certification,16,63,0.18
2873,163,685,0.0,"443,493,981",4,AWS Certification,8,64,0.12
2874,244,497,0.36,"225,11,909",3,AWS Certification,24,15,0.23
2875,939,18,0.47,"475,675,857",3,AWS Certification,17,54,0.62
2876,977,361,0.53,"945,141,133",2,AWS Certification,15,35,0.49
2877,748,107,0.59,"365,517,207",2,AWS Certification,13,61,0.11
2878,562,558,0.55,"524,409,860",5,AWS Certification,19,53,0.8
2879,911,136,0.79,"799,459,519",3,AWS Certification,14,39,0.06
2880,168,922,0.39,"518,959,112",4,AWS Certification,13,19,0.34
2881,46,198,0.07,"294,584,783",2,AWS Certification,8,33,0.06
2882,558,900,0.93,"893,576,245",5,AWS Certification,11,57,0.72
2883,265,24,0.59,"545,770,613",2,AWS Certification,18,18,0.43
2884,484,56,0.77,"181,584,800",3,AWS Certification,17,10,0.99
2885,383,734,0.62,"741,247,17",5,AWS Certification,24,13,0.72
2886,312,895,0.32,"78,239,456",3,AWS Certification,19,21,0.46
2887,296,728,0.99,"828,22,818",4,AWS Certification,11,50,0.49
2888,818,292,0.76,"154,311,43",5,AWS Certification,13,61,0.66
2889,405,853,0.32,"778,450,314",3,AWS Certification,23,36,0.96
2890,101,721,0.35,"721,746,106",3,AWS Certification,13,45,0.53
2891,417,776,0.58,"954,908,937",2,AWS Certification,9,19,0.03
2892,85,851,0.73,"759,403,56",4,AWS Certification,18,27,0.36
2893,235,924,0.86,"213,76,610",2,AWS Certification,22,68,0.64
2894,955,466,0.28,"411,643,590",1,AWS Certification,11,32,0.88
2895,848,247,0.58,"685,271,42",1,AWS Certification,12,72,0.99
2896,409,678,0.19,"665,523,605",1,AWS Certification,17,71,0.43
2897,976,824,0.58,"825,344,489",2,AWS Certification,16,24,0.73
2898,617,974,0.25,"775,435,577",4,AWS Certification,6,66,0.67
2899,854,221,0.14,"816,207,282",1,AWS Certification,23,58,0.63
2900,731,334,0.35,"307,851,938",2,AWS Certification,13,80,0.44
2901,878,671,0.77,"476,142,809",1,AWS Certification,9,67,0.69
2902,250,22,0.58,"456,716,273",2,AWS Certification,12,52,0.03
2903,527,743,0.85,"792,946,126",3,AWS Certification,16,80,0.99
2904,142,901,0.15,"857,787,58",2,AWS Certification,20,55,0.12
2905,795,350,0.32,"18,368,85",2,AWS Certification,8,22,0.6
2906,699,568,0.4,"170,989,584",3,AWS Certification,9,29,0.12
2907,764,89,0.93,"40,108,192",1,AWS Certification,18,46,0.37
2908,680,570,0.79,"815,13,128",1,AWS Certification,24,34,0.86
2909,405,111,0.35,"549,327,488",5,AWS Certification,15,70,0.96
2910,725,4,0.45,"265,767,61",4,AWS Certification,22,75,0.57
2911,701,299,0.62,"798,805,424",3,AWS Certification,15,15,0.48
2912,573,921,0.16,"843,4,957",4,AWS Certification,24,34,0.21
2913,30,13,0.02,"968,584,642",5,AWS Certification,13,27,0.23
2914,85,761,0.61,"633,96,44",4,AWS Certification,16,44,0.53
2915,345,399,0.26,"354,802,799",1,AWS Certification,7,51,0.78
2916,909,442,0.57,"225,842,287",1,AWS Certification,13,42,0.65
2917,10,331,0.02,"201,747,830",1,AWS Certification,19,79,0.28
2918,143,870,0.9,"113,51,683",4,AWS Certification,13,30,0.32
2919,117,179,0.54,"78,226,504",3,AWS Certification,15,41,0.29
2920,68,983,0.67,"829,68,513",3,AWS Certification,10,63,0.45
2921,843,83,0.44,"751,830,462",5,AWS Certification,20,18,0.41
2922,246,227,0.39,"999,730,883",2,AWS Certification,10,62,0.32
2923,299,214,0.15,"882,347,825",4,AWS Certification,6,44,0.43
2924,177,285,0.54,"371,852,132",2,AWS Certification,15,26,0.92
2925,651,46,0.64,"34,775,435",5,AWS Certification,16,10,0.03
2926,68,547,0.97,"267,375,270",4,AWS Certification,21,40,0.66
2927,681,39,0.42,"101,234,393",3,AWS Certification,24,58,0.87
2928,582,475,0.42,"615,130,164",3,AWS Certification,18,67,0.96
2929,853,193,0.99,"998,149,646",4,AWS Certification,11,25,0.63
2930,376,749,0.5,"185,228,667",4,AWS Certification,13,29,0.99
2931,587,823,0.25,"803,62,638",3,AWS Certification,19,44,0.5
2932,428,641,0.03,"753,679,810",2,AWS Certification,18,24,0.53
2933,862,636,0.67,"272,162,105",3,AWS Certification,16,58,0.03
2934,106,847,0.59,"154,239,100",3,AWS Certification,22,71,0.35
2935,945,622,0.78,"231,735,873",4,AWS Certification,19,75,0.05
2936,15,6,0.46,"234,144,958",5,AWS Certification,22,43,1.0
2937,871,521,0.92,"945,98,811",4,AWS Certification,11,39,0.23
2938,413,954,0.66,"404,141,120",1,AWS Certification,14,70,0.28
2939,659,310,0.55,"11,248,306",3,AWS Certification,24,50,0.84
2940,786,703,0.46,"267,871,654",4,AWS Certification,13,35,0.08
2941,669,945,0.68,"409,786,714",3,AWS Certification,15,31,0.55
2942,153,868,0.96,"715,981,671",4,AWS Certification,19,68,0.24
2943,151,830,0.63,"445,915,158",3,AWS Certification,15,52,0.39
2944,32,678,0.12,"702,238,808",1,AWS Certification,7,63,0.1
2945,380,610,0.96,"261,260,35",4,AWS Certification,12,56,0.92
2946,443,706,0.64,"292,478,476",4,AWS Certification,21,34,0.25
2947,234,574,0.93,"444,19,945",5,AWS Certification,10,10,0.82
2948,406,751,0.34,"182,930,606",3,AWS Certification,22,69,0.61
2949,127,418,0.91,"854,620,696",2,AWS Certification,16,20,0.16
2950,219,950,0.62,"344,41,937",2,AWS Certification,14,20,0.06
2951,409,417,0.25,"845,961,687",3,AWS Certification,10,50,0.59
2952,766,526,0.67,"533,752,561",1,AWS Certification,23,72,0.84
2953,812,794,0.48,"796,678,215",3,AWS Certification,8,47,0.45
2954,698,102,0.08,"480,750,949",4,AWS Certification,15,47,0.15
2955,617,782,0.05,"565,497,92",5,AWS Certification,10,69,0.25
2956,327,743,0.97,"718,225,252",1,AWS Certification,17,61,0.84
2957,842,29,0.68,"815,773,741",3,AWS Certification,23,31,0.51
2958,513,501,0.33,"436,267,283",3,AWS Certification,9,79,0.18
2959,970,624,0.78,"93,992,556",3,AWS Certification,21,62,0.76
2960,754,921,0.01,"735,764,874",4,AWS Certification,14,39,0.85
2961,738,679,0.39,"402,464,51",1,AWS Certification,20,49,0.46
2962,62,567,0.74,"760,34,109",1,AWS Certification,24,61,0.88
2963,521,228,0.96,"779,367,255",5,AWS Certification,15,43,0.57
2964,295,454,0.85,"41,49,957",3,AWS Certification,16,72,0.24
2965,641,849,0.01,"250,304,54",3,AWS Certification,9,78,0.69
2966,362,150,0.81,"143,196,742",5,AWS Certification,9,55,0.16
2967,245,133,0.01,"158,409,524",4,AWS Certification,22,70,0.23
2968,75,54,0.88,"781,162,713",2,AWS Certification,19,15,0.01
2969,828,346,0.84,"779,375,455",4,AWS Certification,8,77,0.57
2970,85,788,0.69,"313,979,153",2,AWS Certification,21,42,0.65
2971,104,472,0.85,"143,996,516",4,AWS Certification,7,42,0.48
2972,667,514,0.28,"405,231,142",3,AWS Certification,18,13,0.5
2973,412,737,0.9,"647,509,884",1,AWS Certification,15,15,0.61
2974,850,50,0.57,"253,939,695",5,AWS Certification,11,56,0.49
2975,825,753,0.96,"164,108,367",4,AWS Certification,12,45,0.34
2976,564,920,0.21,"140,772,872",1,AWS Certification,10,31,0.36
2977,808,307,0.55,"34,676,548",2,AWS Certification,8,76,0.85
2978,240,481,0.99,"973,563,77",2,AWS Certification,13,39,0.59
2979,588,286,0.4,"970,156,897",2,AWS Certification,15,78,0.25
2980,687,299,0.98,"99,356,930",1,AWS Certification,22,17,0.78
2981,123,196,0.91,"699,246,460",5,AWS Certification,12,36,0.53
2982,846,342,0.32,"344,185,886",5,AWS Certification,11,50,0.14
2983,120,537,0.5,"916,759,414",2,AWS Certification,22,32,0.22
2984,772,249,0.44,"210,131,526",5,AWS Certification,7,21,0.34
2985,179,876,0.98,"692,918,739",5,AWS Certification,23,23,0.35
2986,316,277,0.09,"682,747,413",3,AWS Certification,16,48,0.95
2987,785,631,0.79,"838,439,111",4,AWS Certification,18,33,0.24
2988,5,140,0.3,"751,151,63",3,AWS Certification,12,54,0.88
2989,23,331,0.53,"43,205,564",1,AWS Certification,8,76,0.29
2990,660,877,0.42,"902,92,519",4,AWS Certification,24,24,0.23
2991,822,805,0.8,"599,48,80",3,AWS Certification,18,63,0.63
2992,126,657,0.18,"343,367,121",5,AWS Certification,7,53,0.77
2993,868,317,0.54,"450,95,833",2,AWS Certification,17,62,0.63
2994,324,871,0.92,"270,958,193",1,AWS Certification,13,31,0.16
2995,823,35,0.26,"219,984,118",3,AWS Certification,13,24,0.25
2996,143,375,0.72,"536,136,440",3,AWS Certification,13,52,0.24
2997,857,445,0.57,"469,218,453",1,AWS Certification,15,29,0.21
2998,399,420,0.42,"152,685,924",2,AWS Certification,6,14,0.99
2999,422,668,0.6,"518,814,36",4,AWS Certification,17,29,0.22
3000,959,184,0.03,"826,289,433",2,AWS Certification,21,48,0.83
3001,646,33,0.87,"351,177,928",1,AWS Certification,23,46,0.24
3002,864,982,0.63,"968,386,347",5,AWS Certification,6,69,0.35
3003,18,790,0.12,"778,767,292",1,AWS Certification,14,53,0.6
3004,478,227,0.18,"129,356,922",3,AWS Certification,9,59,0.35
3005,955,876,0.7,"115,147,45",1,AWS Certification,7,78,0.42
3006,24,51,0.5,"780,822,971",4,AWS Certification,11,69,0.23
3007,50,979,0.41,"181,126,664",5,AWS Certification,13,38,0.76
3008,626,788,0.74,"293,36,995",1,AWS Certification,21,40,0.89
3009,238,47,0.28,"643,591,306",5,AWS Certification,12,68,0.16
3010,281,530,0.06,"199,51,86",3,AWS Certification,12,42,0.47
3011,72,593,0.5,"531,80,236",4,AWS Certification,24,29,0.24
3012,111,353,0.69,"553,345,715",2,AWS Certification,23,16,0.52
3013,585,907,0.8,"727,390,301",3,AWS Certification,14,44,1.0
3014,539,160,0.15,"309,572,651",4,AWS Certification,21,66,0.35
3015,276,827,0.99,"928,530,907",2,AWS Certification,20,26,0.57
3016,556,408,0.17,"925,91,284",3,AWS Certification,8,17,0.17
3017,449,851,0.5,"568,499,36",4,AWS Certification,23,74,0.99
3018,379,644,0.99,"738,209,610",3,AWS Certification,18,13,0.19
3019,465,505,0.35,"454,535,788",2,AWS Certification,14,79,0.77
3020,411,504,0.4,"640,760,599",1,AWS Certification,11,79,0.35
3021,738,495,0.69,"642,0,314",4,AWS Certification,20,73,0.44
3022,749,54,0.16,"851,410,975",4,AWS Certification,24,58,0.64
3023,924,347,0.1,"512,942,830",3,AWS Certification,19,77,0.95
3024,497,946,0.72,"260,140,837",1,AWS Certification,16,16,0.4
3025,658,827,0.78,"973,569,123",1,AWS Certification,18,33,0.38
3026,826,276,0.15,"610,618,529",4,AWS Certification,19,10,0.01
3027,103,184,0.15,"425,41,23",3,AWS Certification,14,36,0.44
